SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Label
77.99.71.174,147.32.84.229,udp,60396,13363,CON,0,0,,,12,1,49:54.0,42:53.3,116,127,0,0,0,5,5,837,312,627,101,3179.358154,10,1149,728,0.002831,0.001258,0.001258,flow=Background-UDP-Established
212.8.163.82,147.32.84.229,udp,24595,13363,CON,0,0,,,14,1,49:54.0,49:19.7,50,127,0,0,0,89,89,16335,32266,12597,28381,3565.731201,178,48601,40978,0.049639,0.024679,0.024679,flow=Background-UDP-Established
155.230.16.43,147.32.84.2,tcp,7952,80,RST,0,0,261340,9088,18,1,49:54.0,50:19.8,110,63,0.300319,0.000015,0.300304,183,511,12369,758080,1395,730462,25.767439,694,770449,731857,26.894407,7.063178,24.911249,flow=Background-TCP-Established
84.54.188.76,147.32.84.229,udp,52506,13363,CON,0,0,,,13,1,49:54.0,40:15.4,115,127,0,0,0,5,5,380,300,170,90,3021.410645,10,680,260,0.002979,0.001324,0.001324,flow=Background-UDP-Established
147.32.84.229,152.1.146.39,udp,13363,10956,CON,0,0,,,1,15,49:54.0,44:20.0,127,113,0,0,0,6,6,424,424,172,172,3266.006836,12,848,344,0.003368,0.001531,0.001531,flow=Background-UDP-Established
178.71.100.20,147.32.84.229,udp,13305,13363,CON,0,0,,,11,1,49:54.0,49:54.0,117,127,0,0,0,1,1,74,60,32,18,0.000802,2,134,50,1246.882812,0,0,flow=Background-UDP-Established
67.188.111.20,147.32.84.229,udp,45483,13363,CON,0,0,,,21,1,49:54.0,25:30.5,43,127,0,0,0,3,3,469,186,343,60,2136.453369,6,655,403,0.00234,0.000936,0.000936,flow=Background-UDP-Established
78.30.209.221,147.32.84.229,udp,45643,13363,CON,0,0,,,10,1,49:54.0,20:40.4,118,127,0,0,0,5,5,391,799,181,589,1846.323486,10,1190,770,0.004875,0.002166,0.002166,flow=Background-UDP-Established
213.219.108.180,147.32.84.229,udp,6905,13363,CON,0,0,,,17,1,49:54.1,49:54.1,111,127,0,0,0,1,1,185,62,143,20,0.001242,2,247,163,805.152954,0,0,flow=Background-UDP-Established
218.41.102.232,147.32.84.229,udp,31146,13363,CON,0,0,,,23,1,49:54.1,37:35.7,105,127,0,0,0,21,19,5704,3081,4821,2281,2861.636475,40,8785,7102,0.013629,0.006989,0.00629,flow=Background-UDP-Established
210.146.174.34,147.32.84.229,udp,31392,13363,CON,0,0,,,14,1,49:54.1,49:54.1,50,127,0,0,0,1,1,78,468,36,426,0.000931,2,546,462,1074.113892,0,0,flow=Background-UDP-Established
111.240.140.21,147.32.84.229,udp,4006,13363,CON,0,0,,,24,1,49:54.1,55:15.0,104,127,0,0,0,2,2,140,310,56,226,320.91507,4,450,282,0.009348,0.003116,0.003116,flow=Background-UDP-Established
206.47.8.98,147.32.84.229,udp,54400,13363,CON,0,0,,,18,1,49:54.1,49:54.1,110,127,0,0,0,1,1,81,60,39,18,0.000796,2,141,57,1256.281372,0,0,flow=Background-UDP-Established
188.26.248.20,147.32.84.229,udp,50330,13363,CON,0,0,,,11,1,49:54.1,47:33.0,117,127,0,0,0,29,29,4102,2613,2877,1395,3458.974609,58,6715,4272,0.016479,0.008095,0.008096,flow=Background-UDP-Established
80.69.99.150,147.32.84.229,udp,64836,13363,CON,0,0,,,12,1,49:54.1,49:54.1,52,127,0,0,0,1,1,183,62,141,20,0.001327,2,245,161,753.579529,0,0,flow=Background-UDP-Established
147.32.84.229,62.168.56.1,tcp,443,18056,CON,0,0,64982,501,1,9,49:54.1,48:54.1,127,55,0,0,0,715,834,95210,119168,48020,64124,3540.056641,1549,214378,112144,0.437281,0.201692,0.235307,flow=Background
147.32.84.229,62.228.114.9,tcp,13363,56367,FIN,0,0,65518,65,1,19,49:54.1,03:25.5,127,109,0,0,0,29,30,2160,3009,488,1265,811.378845,59,5169,1753,0.071483,0.034515,0.035762,flow=Background
147.32.84.229,93.116.179.138,tcp,13363,1106,CON,0,0,64500,65535,1,16,49:54.1,48:24.3,127,112,0,0,0,178,174,13787,19804,3513,9874,3510.168701,352,33591,13387,0.099995,0.050428,0.049297,flow=Background
94.31.32.94,147.32.84.229,udp,15286,13363,CON,0,0,,,15,1,49:54.1,47:18.5,113,127,0,0,0,13,13,1007,1716,461,1170,3444.350586,26,2723,1631,0.007258,0.003484,0.003484,flow=Background-UDP-Established
151.67.121.101,147.32.84.229,udp,15664,13363,CON,0,0,,,14,1,49:54.1,20:24.3,114,127,0,0,0,3,3,561,186,435,60,1830.224487,6,747,495,0.002732,0.001093,0.001093,flow=Background-UDP-Established
174.143.151.71,147.32.87.190,tcp,50599,22,FIN,0,0,9024,7936,15,1,49:54.1,49:57.7,49,63,0.154296,0.000595,0.153701,12,14,1320,2588,520,1656,3.633322,26,3908,2176,6.880755,3.027532,3.73651,flow=Background-TCP-Established
60.249.239.144,147.32.84.229,udp,40534,13363,CON,0,0,,,26,1,49:54.1,49:54.1,102,127,0,0,0,1,1,76,524,34,482,0.001058,2,600,516,945.179565,0,0,flow=Background-UDP-Established
147.32.84.229,24.14.88.96,udp,13363,9203,CON,0,0,,,1,21,49:54.1,14:31.3,127,107,0,0,0,5,5,334,971,123,761,1477.199463,10,1305,884,0.006093,0.002708,0.002708,flow=Background-UDP-Established
85.70.43.71,147.32.84.229,tcp,3356,13363,CON,0,0,17004,64214,10,1,49:54.1,49:18.1,54,127,0,0,0,267,188,33887,17150,16265,4742,3563.956055,455,51037,21007,0.127387,0.074636,0.05247,flow=Background
147.32.84.229,208.88.186.5,udp,13363,34037,CON,0,0,,,1,9,49:54.1,49:33.1,127,55,0,0,0,16,16,2188,1603,1502,930,3578.959229,32,3791,2432,0.008662,0.004191,0.004191,flow=Background-UDP-Established
180.183.149.84,147.32.84.229,udp,29013,13363,CON,0,0,,,24,1,49:54.1,52:25.8,40,127,0,0,0,2,2,154,544,70,460,151.689819,4,698,530,0.019777,0.006592,0.006592,flow=Background-UDP-Established
46.40.80.178,147.32.84.229,udp,64485,13363,CON,0,0,,,14,1,49:54.1,41:09.6,114,127,0,0,0,4,4,312,240,144,72,3075.442627,8,552,216,0.002276,0.000975,0.000975,flow=Background-UDP-Established
95.137.174.219,147.32.84.229,udp,21138,13363,CON,0,0,,,13,1,49:54.1,49:54.2,115,127,0,0,0,1,1,83,61,41,19,0.001101,2,144,60,908.265198,0,0,flow=Background-UDP-Established
77.93.117.50,147.32.84.229,udp,57092,13363,CON,0,0,,,11,1,49:54.2,26:45.1,117,127,0,0,0,6,6,379,435,127,183,2210.89502,12,814,310,0.004975,0.002262,0.002262,flow=Background-UDP-Established
217.146.218.129,147.32.86.1,tcp,34887,3389,RST,0,0,3072,0,5,1,49:54.2,49:54.2,27,255,0,0,0,1,1,60,60,0,0,0.002394,2,120,0,417.710938,0,0,flow=Background-TCP-Attempt
81.182.99.170,147.32.84.229,udp,45803,13363,CON,0,0,,,20,1,49:54.2,46:02.7,108,127,0,0,0,3,3,232,2592,106,2466,3368.504883,6,2824,2572,0.001484,0.000594,0.000594,flow=Background-UDP-Established
132.199.80.224,147.32.86.58,tcp,2162,48784,FIN,0,0,65409,65351,12,1,49:54.2,50:13.4,116,127,0.015105,0.00023,0.014875,11,9,819,641,184,126,19.187437,20,1460,310,0.990231,0.521174,0.417263,flow=Background-TCP-Established
86.100.237.190,147.32.84.229,udp,61585,13363,CON,0,0,,,17,1,49:54.2,30:23.0,111,127,0,0,0,3,3,219,180,93,54,2428.845215,6,399,147,0.002059,0.000823,0.000823,flow=Background-UDP-Established
89.105.237.60,147.32.84.229,udp,27408,13363,CON,0,0,,,17,1,49:54.2,40:23.8,111,127,0,0,0,2,2,150,120,66,36,3029.639893,4,270,102,0.00099,0.00033,0.00033,flow=Background-UDP-Established
46.237.75.115,147.32.84.229,udp,51344,13363,CON,0,0,,,14,1,49:54.2,49:55.1,114,127,0,0,0,2,2,152,585,68,500,0.931328,4,737,568,3.221207,1.07458,1.074738,flow=Background-UDP-Established
196.14.143.74,147.32.84.229,udp,45078,13363,CON,0,0,,,22,1,49:54.2,49:54.2,106,127,0,0,0,1,1,79,60,37,18,0.00084,2,139,55,1190.476196,0,0,flow=Background-UDP-Established
203.211.83.12,147.32.84.229,udp,42772,13363,CON,0,0,,,24,1,49:54.2,49:56.5,104,127,0,0,0,4,4,326,1086,158,918,2.30031,8,1412,1076,3.043068,1.304644,1.304906,flow=Background-UDP-Established
140.114.78.32,147.32.85.109,tcp,57617,80,FIN,0,0,65700,8064,23,1,49:54.2,50:10.2,105,63,0.317112,0.000083,0.317029,7,6,796,1969,382,1615,15.958991,13,2765,1997,0.751927,0.375964,0.313305,flow=Background-TCP-Established
219.98.18.246,147.32.84.229,udp,11127,13363,CON,0,0,,,25,1,49:54.2,48:50.6,103,127,0,0,0,6,6,446,1364,194,1112,3536.415283,12,1810,1306,0.00311,0.001414,0.001414,flow=Background-UDP-Established
217.115.116.189,147.32.84.229,udp,35865,13363,CON,0,0,,,14,1,49:54.2,33:26.3,114,127,0,0,0,26,26,2669,2212,1570,1112,2612.096436,52,4881,2682,0.019525,0.009571,0.009571,flow=Background-UDP-Established
147.32.84.138,147.32.80.9,udp,50137,53,CON,0,0,,,1,1,49:54.2,49:54.2,63,63,0,0,0,1,1,81,133,39,91,0.000112,2,214,130,8928.571289,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,40093,53,CON,0,0,,,1,1,49:54.2,49:54.2,63,63,0,0,0,1,1,81,133,39,91,0.000226,2,214,130,4424.778809,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,60650,53,CON,0,0,,,1,1,49:54.2,49:54.2,63,63,0,0,0,1,1,81,133,39,91,0.000156,2,214,130,6410.256836,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,58916,53,CON,0,0,,,1,1,49:54.2,49:54.2,63,63,0,0,0,1,1,81,133,39,91,0.000206,2,214,130,4854.369141,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,36946,53,CON,0,0,,,1,1,49:54.2,49:54.2,63,63,0,0,0,1,1,81,133,39,91,0.000198,2,214,130,5050.505371,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,35568,53,CON,0,0,,,1,1,49:54.2,49:54.2,63,63,0,0,0,1,1,81,133,39,91,0.00021,2,214,130,4761.904785,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,57721,53,CON,0,0,,,1,1,49:54.2,49:54.2,63,63,0,0,0,1,1,81,133,39,91,0.000163,2,214,130,6134.969238,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,35534,53,CON,0,0,,,1,1,49:54.2,49:54.2,63,63,0,0,0,1,1,81,133,39,91,0.00017,2,214,130,5882.353027,0,0,flow=To-Background-UDP-CVUT-DNS-Server
155.69.109.144,147.32.84.229,udp,44802,13363,CON,0,0,,,17,1,49:54.3,49:54.3,111,127,0,0,0,1,1,190,62,148,20,0.000776,2,252,168,1288.65979,0,0,flow=Background-UDP-Established
147.32.84.138,147.32.80.9,udp,49471,53,CON,0,0,,,1,1,49:54.3,49:54.3,63,63,0,0,0,1,1,81,133,39,91,0.00036,2,214,130,2777.777832,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,32825,53,CON,0,0,,,1,1,49:54.3,49:54.3,63,63,0,0,0,1,1,81,133,39,91,0.000271,2,214,130,3690.036865,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,51895,53,CON,0,0,,,1,1,49:54.3,49:54.3,63,63,0,0,0,1,1,81,133,39,91,0.000204,2,214,130,4901.960938,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.84.138,147.32.80.9,udp,59784,53,CON,0,0,,,1,1,49:54.3,49:54.3,63,63,0,0,0,1,1,81,133,39,91,0.000247,2,214,130,4048.583252,0,0,flow=To-Background-UDP-CVUT-DNS-Server
88.210.64.247,147.32.84.229,tcp,65405,13363,CON,0,0,4142,65502,24,1,49:54.3,48:05.2,104,127,0,0,0,121,111,27283,8251,20282,1880,3490.979736,232,35534,22162,0.066171,0.034374,0.031514,flow=Background
147.32.86.51,62.84.143.246,tcp,49171,80,FIN,0,0,15918,8704,1,12,49:54.3,49:54.4,63,52,0.010579,0.010231,0.000348,6,6,1502,1063,1098,659,0.116234,12,2565,1757,94.636681,47.053066,47.168476,flow=Background-TCP-Established
147.32.84.229,88.78.173.196,tcp,443,56363,RST,0,0,65359,33120,1,14,49:54.3,27:39.3,127,50,0,0,0,23,13,1751,1080,239,222,2265.050293,36,2831,461,0.015452,0.009713,0.005301,flow=Background
114.26.48.109,147.32.84.229,udp,9151,13363,CON,0,0,,,24,1,49:54.3,23:19.5,40,127,0,0,0,3,3,229,1029,103,903,2005.244263,6,1258,1006,0.002493,0.000997,0.000997,flow=Background-UDP-Established
77.236.162.13,147.32.84.229,udp,5019,13363,CON,0,0,,,11,1,49:54.3,24:41.6,117,127,0,0,0,2,2,150,120,66,36,2087.266113,4,270,102,0.001437,0.000479,0.000479,flow=Background-UDP-Established
188.27.86.206,147.32.84.229,udp,18726,13363,CON,0,0,,,11,1,49:54.3,22:42.1,117,127,0,0,0,4,4,288,252,120,84,1967.792236,8,540,204,0.003557,0.001525,0.001525,flow=Background-UDP-Established
147.32.84.229,117.74.2.235,udp,13363,38158,CON,0,0,,,1,27,49:54.3,49:24.4,127,101,0,0,0,50,50,3750,3000,1650,900,3570.098877,100,6750,2550,0.02773,0.013726,0.013726,flow=Background-UDP-Established
115.64.9.60,147.32.87.52,tcp,12254,1433,FIN,0,0,65423,65340,17,0,49:54.3,49:55.1,111,128,0.371684,0.000511,0.371173,5,4,468,348,172,112,0.748442,9,816,284,10.688871,5.348244,4.011065,flow=Background-TCP-Established
78.240.195.99,147.32.84.229,udp,57857,13363,CON,0,0,,,21,1,49:54.3,40:28.9,107,127,0,0,0,6,6,1080,372,828,120,3034.590332,12,1452,948,0.003625,0.001648,0.001648,flow=Background-UDP-Established
101.108.46.101,147.32.84.229,udp,61942,13363,CON,0,0,,,18,1,49:54.3,49:54.3,110,127,0,0,0,1,1,64,245,22,203,0.001318,2,309,225,758.725342,0,0,flow=Background-UDP-Established
118.70.131.165,147.32.84.229,udp,46947,13363,CON,0,0,,,22,1,49:54.3,31:53.7,106,127,0,0,0,2,2,160,120,76,36,2519.413818,4,280,112,0.001191,0.000397,0.000397,flow=Background-UDP-Established
59.120.116.7,147.32.84.229,udp,55542,13363,CON,0,0,,,24,1,49:54.3,49:54.3,104,127,0,0,0,1,1,183,62,141,20,0.00098,2,245,161,1020.408142,0,0,flow=Background-UDP-Established
77.59.197.0,147.32.84.229,udp,9203,13363,CON,0,0,,,12,1,49:54.4,40:40.3,52,127,0,0,0,3,3,224,180,98,54,3045.916748,6,404,152,0.001642,0.000657,0.000657,flow=Background-UDP-Established
95.29.157.232,147.32.84.229,udp,45761,13363,CON,0,0,,,18,1,49:54.4,26:14.0,238,127,0,0,0,3,3,210,315,84,189,2179.678955,6,525,273,0.002294,0.000918,0.000918,flow=Background-UDP-Established
76.212.174.113,147.32.84.229,udp,17576,13363,CON,0,0,,,17,1,49:54.4,25:05.3,111,127,0,0,0,3,3,635,180,509,53,2110.940918,6,815,562,0.002369,0.000947,0.000947,flow=Background-UDP-Established
147.32.84.229,82.181.118.142,udp,13363,42008,CON,0,0,,,1,13,49:54.4,39:10.9,127,115,0,0,0,11,11,1082,687,620,225,2956.480225,22,1769,845,0.007103,0.003382,0.003382,flow=Background-UDP-Established
178.46.127.168,147.32.84.229,udp,15846,13363,CON,0,0,,,12,1,49:54.4,49:54.4,116,127,0,0,0,1,1,464,60,422,17,0.002307,2,524,439,433.463348,0,0,flow=Background-UDP-Established
222.127.21.210,147.32.84.229,udp,61953,13363,CON,0,0,,,23,1,49:54.4,49:54.4,105,127,0,0,0,1,1,186,62,144,20,0.000938,2,248,164,1066.098145,0,0,flow=Background-UDP-Established
175.140.34.107,147.32.84.171,tcp,60604,6881,RST,0,0,17424,5840,12,1,49:54.4,49:55.2,52,63,0.338885,0.000142,0.338743,6,7,654,422,304,0,0.770202,13,1076,304,15.580329,6.491846,7.791601,flow=Background-TCP-Established
147.32.84.59,66.220.151.78,tcp,49658,80,RST,0,0,16562,126,2,15,49:54.4,56:30.3,126,241,0,0,0,28,31,12977,9259,11362,7459,395.854462,59,22236,18821,0.146518,0.068207,0.075818,flow=Background-Established-cmpgw-CVUT
180.94.90.154,147.32.84.229,udp,21693,13363,CON,0,0,,,15,1,49:54.4,49:55.2,113,127,0,0,0,3,3,217,185,84,52,0.749124,6,402,136,6.674462,2.67109,2.671283,flow=Background-UDP-Established
41.199.162.136,147.32.84.229,udp,1024,13363,CON,0,0,,,18,1,49:54.4,49:54.4,110,127,0,0,0,1,1,77,60,35,18,0.00078,2,137,53,1282.05127,0,0,flow=Background-UDP-Established
147.32.84.229,83.249.130.11,udp,13363,11764,CON,0,0,,,1,16,49:54.4,43:27.9,127,112,0,0,0,3,3,229,182,103,56,3213.47998,6,411,159,0.001556,0.000622,0.000622,flow=Background-UDP-Established
147.32.84.229,42.98.42.55,udp,13363,62048,CON,0,0,,,1,17,49:54.4,58:22.3,127,111,0,0,0,3,3,196,350,63,224,507.903961,6,546,287,0.009844,0.003938,0.00394,flow=Background-UDP-Established
147.32.86.20,147.32.80.9,udp,56995,53,CON,0,0,,,1,1,49:54.4,49:54.4,127,63,0,0,0,1,1,84,177,42,135,0.000364,2,261,177,2747.252686,0,0,flow=To-Background-UDP-CVUT-DNS-Server
147.32.86.20,188.138.84.239,tcp,2756,80,FIN,0,0,65535,5840,1,14,49:54.4,49:54.7,127,50,0.025137,0.025037,0.0001,15,23,1029,28079,139,26811,0.206969,38,29108,26950,178.770737,67.642982,120.932945,flow=Background-TCP-Established
158.196.84.145,147.32.84.229,udp,23295,13363,CON,0,0,,,10,1,49:54.5,20:30.0,118,127,0,0,0,4,4,671,296,503,128,1835.573242,8,967,631,0.003814,0.001634,0.001634,flow=Background-UDP-Established
94.241.236.81,147.32.84.229,udp,36698,13363,CON,0,0,,,12,1,49:54.5,49:54.5,116,127,0,0,0,1,1,73,60,31,18,0.001197,2,133,49,835.421875,0,0,flow=Background-UDP-Established
147.32.84.229,129.215.189.186,udp,13363,8305,CON,0,0,,,1,17,49:54.5,47:58.2,127,111,0,0,0,15,15,3041,1369,2411,731,3483.779297,30,4410,3142,0.008324,0.004019,0.004019,flow=Background-UDP-Established
219.112.134.194,147.32.84.229,udp,21183,13363,CON,0,0,,,22,1,49:54.5,35:55.9,106,127,0,0,0,5,4,3030,256,2820,80,2761.447266,9,3286,2900,0.002897,0.001449,0.001087,flow=Background-UDP-Established
74.108.89.113,147.32.84.229,udp,20440,13363,CON,0,0,,,2,1,49:54.5,49:54.5,30,127,0,0,0,1,1,77,490,35,448,0.000955,2,567,483,1047.120483,0,0,flow=Background-UDP-Established
77.255.120.202,147.32.84.229,udp,5957,13363,CON,0,0,,,11,1,49:54.5,42:00.4,117,127,0,0,0,2,2,140,145,56,61,3125.926025,4,285,117,0.00096,0.00032,0.00032,flow=Background-UDP-Established
94.24.138.118,147.32.84.229,udp,23069,13363,CON,0,0,,,17,1,49:54.5,46:26.3,111,127,0,0,0,12,12,2433,1036,1929,529,3391.831299,24,3469,2458,0.006781,0.003243,0.003243,flow=Background-UDP-Established
87.209.115.86,147.32.84.229,udp,16443,13363,CON,0,0,,,12,1,49:54.5,49:54.5,116,127,0,0,0,1,1,75,60,33,18,0.000851,2,135,51,1175.088135,0,0,flow=Background-UDP-Established
41.218.229.120,147.32.84.229,udp,25504,13363,CON,0,0,,,17,1,49:54.5,49:54.5,111,127,0,0,0,1,1,86,61,44,19,0.000699,2,147,63,1430.615112,0,0,flow=Background-UDP-Established
78.80.194.109,147.32.84.229,udp,13281,13363,CON,0,0,,,12,1,49:54.5,45:57.6,116,127,0,0,0,6,6,1082,438,830,186,3363.072754,12,1520,1016,0.003271,0.001487,0.001487,flow=Background-UDP-Established
59.104.86.154,147.32.84.229,udp,60246,13363,CON,0,0,,,17,1,49:54.5,49:54.5,111,127,0,0,0,1,1,79,484,37,442,0.001008,2,563,479,992.063477,0,0,flow=Background-UDP-Established
87.195.36.249,147.32.84.229,udp,15245,13363,CON,0,0,,,10,1,49:54.5,45:56.1,118,127,0,0,0,3,3,225,180,99,54,3361.633545,6,405,153,0.001487,0.000595,0.000595,flow=Background-UDP-Established
121.73.173.147,147.32.84.229,udp,43398,13363,CON,0,0,,,24,1,49:54.5,49:54.5,104,127,0,0,0,1,1,100,61,58,19,0.003551,2,161,77,281.610809,0,0,flow=Background-UDP-Established
196.200.116.252,147.32.84.229,udp,53877,13363,CON,0,0,,,20,1,49:54.5,49:54.5,44,127,0,0,0,1,1,185,62,143,20,0.000891,2,247,163,1122.334473,0,0,flow=Background-UDP-Established
82.177.101.191,147.32.84.229,tcp,1057,13363,CON,0,0,64289,65227,24,1,49:54.5,48:54.7,104,127,0,0,0,129,118,16277,8929,8873,2243,3540.202881,247,25206,11116,0.069488,0.036156,0.033051,flow=Background
174.61.143.34,147.32.84.229,udp,53196,13363,CON,0,0,,,22,1,49:54.5,31:52.8,42,127,0,0,0,8,8,1024,1302,686,966,2518.220947,16,2326,1652,0.005957,0.00278,0.00278,flow=Background-UDP-Established
178.37.49.199,147.32.84.229,udp,14266,13363,CON,0,0,,,15,1,49:54.6,44:42.3,113,127,0,0,0,3,3,237,180,111,54,3287.68457,6,417,165,0.001521,0.000608,0.000608,flow=Background-UDP-Established
115.178.27.240,147.32.84.229,udp,62792,13363,CON,0,0,,,26,1,49:54.6,49:54.6,102,127,0,0,0,1,1,469,60,427,17,0.003451,2,529,444,289.771088,0,0,flow=Background-UDP-Established
83.31.129.207,147.32.84.229,tcp,10003,443,CON,0,0,64410,65089,15,1,49:54.6,48:54.8,113,127,0,0,0,147,126,24681,9660,16245,2516,3540.251221,273,34341,18761,0.076831,0.04124,0.035312,flow=Background
147.32.84.229,186.66.248.181,udp,13363,26948,CON,0,0,,,1,17,49:54.6,07:02.2,127,111,0,0,0,2,2,161,540,77,456,1027.637817,4,701,533,0.002919,0.000973,0.000973,flow=Background-UDP-Established
147.32.84.229,64.234.245.74,udp,13363,47747,CON,0,0,,,1,22,49:54.6,37:14.4,127,106,0,0,0,5,5,778,360,568,149,2839.792236,10,1138,717,0.003169,0.001409,0.001409,flow=Background-UDP-Established
46.146.76.162,147.32.84.229,udp,26610,13363,CON,0,0,,,15,1,49:54.6,49:15.6,113,127,0,0,0,3,3,222,180,96,54,3561.020752,6,402,150,0.001404,0.000562,0.000562,flow=Background-UDP-Established
147.32.84.229,89.154.146.171,udp,13363,32620,CON,0,0,,,1,21,49:54.6,41:09.2,127,107,0,0,0,10,10,680,1125,260,705,3074.633545,20,1805,965,0.00618,0.002927,0.002927,flow=Background-UDP-Established
147.32.84.229,182.233.89.113,udp,13363,5364,CON,0,0,,,1,17,49:54.6,45:36.3,127,111,0,0,0,31,31,2285,2669,983,1366,3341.708008,62,4954,2349,0.018254,0.008978,0.008978,flow=Background-UDP-Established
147.32.84.229,147.102.11.119,udp,13363,15782,CON,0,0,,,1,13,49:54.6,10:34.4,127,115,0,0,0,2,2,366,124,282,40,1239.766235,4,490,322,0.00242,0.000807,0.000807,flow=Background-UDP-Established
147.32.84.229,217.25.123.6,udp,13363,24992,CON,0,0,,,1,13,49:54.6,49:35.9,127,115,0,0,0,24,24,3141,2358,2133,1350,3581.286133,48,5499,3483,0.013124,0.006422,0.006422,flow=Background-UDP-Established
91.115.211.29,147.32.84.229,tcp,1068,80,CON,0,0,17404,65535,11,1,49:54.6,49:54.6,117,127,0,0,0,99,85,12206,6874,6485,2010,3599.961914,184,19080,8495,0.050834,0.027223,0.023334,flow=Background
125.231.130.68,147.32.84.229,udp,52822,13363,CON,0,0,,,24,1,49:54.6,00:01.5,104,127,0,0,0,2,2,150,120,66,36,606.830383,4,270,102,0.004944,0.001648,0.001648,flow=Background-UDP-Established
90.177.129.146,147.32.84.229,udp,20419,13363,CON,0,0,,,10,1,49:54.6,49:54.6,118,127,0,0,0,1,1,506,60,464,11,0.000558,2,566,475,1792.114746,0,0,flow=Background-UDP-Established
188.126.17.124,147.32.84.229,udp,52084,13363,CON,0,0,,,13,1,49:54.6,49:54.6,115,127,0,0,0,1,1,85,61,43,19,0.001066,2,146,62,938.086304,0,0,flow=Background-UDP-Established
147.32.84.229,118.161.65.47,udp,13363,14560,CON,0,0,,,1,23,49:54.6,49:04.5,127,105,0,0,0,62,62,11173,9902,8562,7291,3549.891602,124,21075,15853,0.034649,0.017184,0.017185,flow=Background-UDP-Established
147.32.84.229,194.196.49.147,tcp,443,15760,CON,0,0,65100,65491,1,15,49:54.6,48:48.1,127,113,0,0,0,252,292,23013,27909,8645,11132,3533.490723,544,50922,19777,0.153672,0.071041,0.082361,flow=Background
147.32.84.229,67.185.197.29,udp,13363,61232,CON,0,0,,,1,22,49:54.6,48:59.6,127,106,0,0,0,7,7,497,1296,203,995,3545.001709,14,1793,1198,0.003667,0.001693,0.001693,flow=Background-UDP-Established
147.32.84.229,121.103.168.162,udp,13363,50269,CON,0,0,,,1,24,49:54.6,41:37.6,127,104,0,0,0,8,8,618,1025,282,682,3102.944092,16,1643,964,0.004834,0.002256,0.002256,flow=Background-UDP-Established
147.32.84.229,94.189.132.125,udp,13363,53624,CON,0,0,,,1,13,49:54.6,45:34.2,127,115,0,0,0,22,22,1814,2064,890,1132,3339.509277,44,3878,2022,0.012876,0.006288,0.006288,flow=Background-UDP-Established
147.32.84.229,27.0.19.24,udp,13363,48868,CON,0,0,,,1,27,49:54.6,05:49.2,127,101,0,0,0,2,2,602,120,518,28,954.526062,4,722,546,0.003143,0.001048,0.001048,flow=Background-UDP-Established
147.32.84.229,114.39.83.224,udp,13363,1214,CON,0,0,,,1,23,49:54.6,07:34.6,127,105,0,0,0,6,4,3545,240,3293,63,1060.004395,10,3785,3356,0.008491,0.004718,0.002831,flow=Background-UDP-Established
147.32.84.229,119.63.188.49,udp,13363,59354,CON,0,0,,,1,23,49:54.6,38:01.6,127,105,0,0,0,5,5,765,306,555,82,2886.991943,10,1071,637,0.003117,0.001386,0.001386,flow=Background-UDP-Established
147.32.84.229,80.237.208.78,udp,13363,2820,CON,0,0,,,1,9,49:54.6,47:11.9,127,119,0,0,0,3,3,345,204,219,71,3437.247559,6,549,290,0.001455,0.000582,0.000582,flow=Background-UDP-Established
147.32.84.229,120.107.160.114,udp,13363,21275,CON,0,0,,,1,22,49:54.6,39:51.6,127,42,0,0,0,12,12,766,919,262,408,2996.984131,24,1685,670,0.007674,0.00367,0.003671,flow=Background-UDP-Established
64.13.156.144,147.32.84.229,udp,56766,13363,CON,0,0,,,14,1,49:54.7,49:54.7,50,127,0,0,0,1,1,74,60,32,18,0.00084,2,134,50,1190.476196,0,0,flow=Background-UDP-Established
88.217.160.218,147.32.84.229,udp,38166,13363,CON,0,0,,,15,1,49:54.7,49:54.7,49,127,0,0,0,1,1,75,72,33,30,0.000855,2,147,63,1169.590698,0,0,flow=Background-UDP-Established
213.169.41.139,147.32.84.229,udp,6476,13363,CON,0,0,,,13,1,49:54.7,49:54.7,115,127,0,0,0,1,1,78,483,36,441,0.00105,2,561,477,952.380981,0,0,flow=Background-UDP-Established
