SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Tag
41.203.64.253,147.32.86.92,tcp,14294,80,FIN,0,0,15300,6912,19,1,8/14/2011 7:18,8/14/2011 7:18,109,63,0.380697,0.000084,0.380613,7,7,917,3211,447,2741,15.739421,14,4128,3188,0.825952,0.381208,0.381682,flow=Background-TCP-Established
193.252.149.13,147.32.86.92,tcp,59922,80,FIN,0,0,6912,6912,18,1,8/14/2011 7:18,8/14/2011 7:18,46,63,0.04178,0.000071,0.041709,6,5,833,639,429,301,0.801677,11,1472,730,12.473852,6.237035,4.989983,flow=Background-TCP-Established
90.183.39.17,147.32.87.36,tcp,57003,80,FIN,0,0,6912,5440,11,0,8/14/2011 7:18,8/14/2011 7:18,53,64,0.001139,0.000246,0.000893,5,5,750,604,412,266,0.004824,10,1354,678,1865.671631,861.511902,873.744019,flow=To-Background-CVUT-WebServer
147.32.86.20,188.138.84.239,tcp,3338,80,FIN,0,0,64634,5840,1,14,8/14/2011 7:18,8/14/2011 7:18,127,50,0.026253,0.026239,0.000014,15,24,1029,29963,139,28641,0.217053,39,30992,28780,175.072449,64.500374,120.545708,flow=Background-TCP-Established
147.32.87.4,147.32.80.7,tcp,35921,25,FIN,0,0,6143,65696,0,1,8/14/2011 7:18,8/14/2011 7:18,128,63,0.000155,0.000143,0.000012,11,11,1719,1151,1095,531,0.117031,22,2870,1626,179.439636,85.664848,85.551979,flow=Background-TCP-Established
147.32.80.7,147.32.87.4,tcp,47547,113,RST,0,0,524280,0,1,0,8/14/2011 7:18,8/14/2011 7:18,63,128,0,0,0,1,1,74,60,0,0,0.000014,2,134,0,71428.57031,0,0,flow=Background-TCP-Attempt
147.32.86.20,87.98.230.229,tcp,3339,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:18,8/14/2011 7:18,127,53,0.016399,0.016386,0.000013,13,21,913,25791,143,24631,0.135648,34,26704,24774,243.276718,100.534508,167.698013,flow=Background-TCP-Established
67.195.111.228,147.32.84.2,tcp,57454,80,FIN,0,0,8768,6912,17,1,8/14/2011 7:18,8/14/2011 7:18,47,63,0.18156,0.000015,0.181545,5,5,713,1777,375,1439,0.37318,10,2490,1814,24.117048,10.719205,10.719118,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2792,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:18,8/14/2011 7:18,118,128,0.021255,0.000483,0.020772,88,131,6737,148863,1539,141751,2.871298,219,155600,143290,75.923851,30.299885,45.61972,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3340,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:18,8/14/2011 7:18,127,119,0.016485,0.016419,0.000066,23,64,1526,84824,156,81336,0.83396,87,86350,81492,103.122452,26.380161,77.079681,flow=Background-TCP-Established
90.183.39.17,147.32.87.27,tcp,48759,80,RST,0,0,11648,6912,11,0,8/14/2011 7:18,8/14/2011 7:18,53,64,0.000828,0.000015,0.000813,8,8,981,9224,457,8688,0.026126,16,10205,9145,574.140747,267.932343,277.877014,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3341,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:18,8/14/2011 7:18,127,51,0.026268,0.026162,0.000106,14,23,969,28342,139,27074,0.216237,37,29311,27213,166.484009,60.119225,115.752312,flow=Background-TCP-Established
66.249.72.170,147.32.87.38,tcp,48987,80,FIN,0,0,11648,66560,15,0,8/14/2011 7:18,8/14/2011 7:19,49,128,0.103279,0.00027,0.103009,7,5,784,1983,314,1645,57.83643,12,2767,1959,0.190192,0.103741,0.069284,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3342,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:18,8/14/2011 7:18,127,50,0.026585,0.026249,0.000336,15,24,1029,29963,139,28641,0.217065,39,30992,28780,175.062759,64.496811,120.743149,flow=Background-TCP-Established
147.32.85.5,74.125.232.213,tcp,34309,443,FIN,0,0,8000,9600,1,9,8/14/2011 7:18,8/14/2011 7:20,63,55,0.007851,0.007739,0.000112,10,6,2970,918,2302,514,125.249344,16,3888,2816,0.119761,0.071857,0.039923,flow=Background-google-webmail
178.77.71.27,147.32.87.29,tcp,4581,3389,RST,0,0,52571,64240,10,0,8/14/2011 7:18,8/14/2011 7:18,118,128,0.02129,0.000729,0.020561,79,125,6199,143663,1541,136875,1.87273,204,149862,138416,108.397896,41.650425,66.995415,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3343,80,FIN,0,0,65058,5840,1,11,8/14/2011 7:18,8/14/2011 7:18,127,53,0.037826,0.037812,0.000014,11,20,798,23483,148,22377,0.30933,31,24281,22525,96.98381,32.327934,69.992928,flow=Background-TCP-Established
173.28.129.44,147.32.84.229,tcp,62394,13363,FIN,0,0,524280,65387,19,1,8/14/2011 7:18,8/14/2011 7:18,45,127,0.156615,0.000081,0.156534,13,9,1018,774,148,168,15.826947,22,1792,316,1.326851,0.758201,0.51037,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,1927,3389,RST,0,0,62615,64240,10,1,8/14/2011 7:18,8/14/2011 7:18,118,127,0.021103,0.000397,0.020706,94,149,7103,188721,1545,180637,2.310776,243,195824,182182,104.726723,40.24622,64.707939,flow=Background-TCP-Established
147.32.84.170,209.85.148.99,tcp,35615,80,FIN,0,0,14720,363008,1,9,8/14/2011 7:18,8/14/2011 7:18,63,55,0.008795,0.008776,0.000019,4,2,272,140,0,0,0.018166,6,412,0,275.239471,165.143677,108.365837,flow=From-Normal-V44-Stribrek
147.32.86.20,188.138.84.239,tcp,3344,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:18,8/14/2011 7:18,127,50,0.026518,0.026503,0.000015,14,23,969,28342,139,27074,0.216293,37,29311,27213,166.440887,60.103653,115.958527,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3345,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:18,8/14/2011 7:18,127,53,0.016299,0.016285,0.000014,26,50,1691,69340,141,66614,0.170685,76,71031,66755,439.405945,162.044098,317.357513,flow=Background-TCP-Established
85.13.72.246,147.32.87.54,tcp,2554,2222,FIN,0,0,64965,63387,12,0,8/14/2011 7:18,8/14/2011 7:18,116,128,0.009769,0.000421,0.009348,62,60,4383,3984,853,570,0.780286,122,8367,1423,155.07135,78.17646,77.313675,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,3126,3389,RST,0,0,55860,64240,10,1,8/14/2011 7:18,8/14/2011 7:18,118,127,0.021051,0.000686,0.020365,76,114,6015,139029,1537,132835,3.270677,190,145044,134372,57.786201,22.931032,34.776936,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3346,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:18,8/14/2011 7:18,127,50,0.026283,0.026269,0.000014,16,24,1089,29963,139,28641,0.217176,40,31052,28780,179.57785,69.068405,120.595001,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3417,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:18,8/14/2011 7:18,118,128,0.023513,0.000351,0.023162,80,115,6255,128077,1537,121817,1.797906,195,134332,123354,107.903305,43.940006,64.14621,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3347,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:18,8/14/2011 7:18,127,51,0.026104,0.02609,0.000014,18,28,1211,35966,141,34428,0.241496,46,37177,34569,186.338486,70.394539,125.352852,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3348,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:18,8/14/2011 7:18,127,53,0.016452,0.016437,0.000015,13,23,913,28930,143,27662,0.135869,36,29843,27805,257.601074,100.405807,184.205231,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,4794,3389,RST,0,0,60250,64240,10,0,8/14/2011 7:18,8/14/2011 7:18,118,128,0.020906,0.000359,0.020547,72,114,5777,128868,1539,122674,1.842098,186,134645,124213,100.42897,38.543011,62.099239,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3349,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:18,8/14/2011 7:18,127,119,0.016662,0.016648,0.000014,22,65,1466,85251,156,81709,0.943835,87,86717,81865,91.117622,22.249651,69.02636,flow=Background-TCP-Established
147.32.84.25,74.125.232.216,tcp,48683,80,FIN,0,0,14464,8512,1,10,8/14/2011 7:18,8/14/2011 7:22,63,54,0.008106,0.007955,0.000151,25,22,3389,3948,1731,2488,223.417694,47,7337,4219,0.205892,0.107422,0.093998,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3350,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:18,8/14/2011 7:18,127,50,0.026355,0.02634,0.000015,15,23,1029,28342,139,27074,0.217137,38,29371,27213,170.399338,64.475426,115.35598,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3351,80,FIN,0,0,64264,5840,1,11,8/14/2011 7:18,8/14/2011 7:18,127,53,0.01645,0.01643,0.00002,14,21,973,25791,143,24631,0.134885,35,26764,24774,252.066574,109.753731,168.840485,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,3036,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:18,8/14/2011 7:18,118,127,0.021115,0.000399,0.020716,92,137,6983,170728,1545,163280,2.813891,229,177711,164825,81.026596,32.339561,48.697292,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3159,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:18,8/14/2011 7:18,118,128,0.020747,0.00039,0.020357,86,125,6613,146663,1535,139881,2.272518,211,153276,141416,92.408516,37.403446,55.079483,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3352,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:18,8/14/2011 7:18,127,53,0.038084,0.038069,0.000015,12,20,858,23483,148,22377,0.309658,32,24341,22525,100.110451,35.523064,69.976685,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3353,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:18,8/14/2011 7:18,127,51,0.026303,0.026201,0.000102,15,24,1029,29963,139,28641,0.216298,39,30992,28780,175.683548,64.725517,121.036072,flow=Background-TCP-Established
147.32.84.170,209.85.148.104,tcp,56911,80,FIN,0,0,14720,5696,1,11,8/14/2011 7:18,8/14/2011 7:18,63,53,0.008974,0.008902,0.000072,4,3,272,206,0,0,0.018269,7,478,0,328.425201,164.212601,213.835144,flow=From-Normal-V44-Stribrek
178.77.71.27,147.32.87.29,tcp,4736,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:18,8/14/2011 7:18,118,128,0.021155,0.000695,0.02046,82,121,6375,141688,1537,135116,1.779412,203,148063,136653,113.520645,45.520653,68.285179,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3354,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:18,8/14/2011 7:18,127,53,0.016582,0.016489,0.000093,26,51,1691,69400,141,66614,0.171168,77,71091,66755,444.00824,161.603104,323.250092,flow=Background-TCP-Established
67.195.111.228,147.32.84.2,tcp,59119,80,FIN,0,0,6912,6912,17,1,8/14/2011 7:18,8/14/2011 7:18,47,63,0.175887,0.000015,0.175872,5,5,699,864,361,526,0.352752,10,1563,887,25.513676,11.339926,11.339893,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,1044,3389,RST,0,0,59695,64240,10,1,8/14/2011 7:18,8/14/2011 7:18,118,127,0.020823,0.000422,0.020401,83,121,6435,142963,1537,136385,4.623166,204,149398,137922,43.909302,17.736763,26.087551,flow=Background-TCP-Established
66.249.71.123,147.32.87.33,tcp,46919,443,RST,0,0,15872,7936,14,0,8/14/2011 7:18,8/14/2011 7:19,50,64,0.111152,0.000715,0.110437,10,9,1427,3430,771,2828,6.014048,19,4857,3599,2.992992,1.496496,1.35525,flow=Background-TCP-Established
67.195.111.228,147.32.84.2,tcp,59166,80,FIN,0,0,26112,6912,17,1,8/14/2011 7:18,8/14/2011 7:18,47,63,0.178325,0.000014,0.178311,14,14,1294,16741,362,15809,0.726982,28,18035,16171,37.139847,17.887634,17.882492,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3355,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:18,8/14/2011 7:18,127,51,0.026447,0.026431,0.000016,15,23,1029,28342,139,27074,0.217314,38,29371,27213,170.260544,64.422905,115.298546,flow=Background-TCP-Established
90.183.39.17,147.32.87.41,tcp,45789,80,FIN,0,0,64128,6864,11,0,8/14/2011 7:18,8/14/2011 7:18,53,64,0.001009,0.000235,0.000774,27,26,2295,32010,505,30286,0.374992,53,34305,30791,138.669617,69.334808,66.738388,flow=Background-TCP-Established
67.195.111.228,147.32.84.2,tcp,59259,80,FIN,0,0,5888,6912,17,1,8/14/2011 7:18,8/14/2011 7:18,47,63,0.17478,0.000015,0.174765,5,5,785,460,447,122,0.388746,10,1245,569,23.151363,10.289971,10.289892,flow=Background-TCP-Established
66.249.66.50,147.32.84.2,tcp,59096,80,FIN,0,0,6912,6912,12,1,8/14/2011 7:18,8/14/2011 7:18,52,63,0.018959,0.00002,0.018939,6,4,651,446,247,174,2.269487,10,1097,421,3.965654,2.203141,1.333134,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3356,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:18,8/14/2011 7:18,127,50,0.026184,0.02617,0.000014,15,24,1029,29963,139,28641,0.215771,39,30992,28780,176.11264,64.883598,121.317612,flow=Background-TCP-Established
147.32.84.162,147.32.80.13,tcp,60895,80,RST,0,0,65404,65696,1,1,8/14/2011 7:18,8/14/2011 7:19,127,63,0.000954,0.000189,0.000765,5,3,948,472,648,296,60.386166,8,1420,944,0.115921,0.06624,5.26079,flow=To-Background-CVUT-Proxy
86.97.36.225,147.32.85.56,tcp,54640,44076,FIN,0,0,17408,65481,19,1,8/14/2011 7:18,8/14/2011 7:18,109,127,0.425469,0.000069,0.4254,5,4,354,309,54,69,0.855347,9,663,123,9.352929,4.677225,3.507631,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3357,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:18,8/14/2011 7:18,127,119,0.016443,0.016429,0.000014,24,65,1586,85357,156,81815,1.020453,89,86943,81971,86.236214,22.539011,63.74445,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2851,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:18,8/14/2011 7:18,118,128,0.023,0.002178,0.020822,77,114,6079,132535,1541,126341,1.731669,191,138614,127882,109.720741,43.888298,66.160027,flow=Background-TCP-Established
86.97.36.225,147.32.85.56,tcp,54643,44076,FIN,0,0,17408,65463,19,1,8/14/2011 7:18,8/14/2011 7:19,109,127,0.425576,0.000235,0.425341,7,5,486,333,72,39,16.990471,12,819,111,0.647422,0.353139,0.242137,flow=Background-TCP-Established
81.90.174.5,147.32.85.85,tcp,45327,443,RST,0,0,37824,66608,13,1,8/14/2011 7:18,8/14/2011 7:18,51,63,0.049397,0.000079,0.049318,25,21,3501,5780,1855,4386,0.335365,46,9281,6241,134.182159,71.56382,62.354832,flow=Background-TCP-Established
90.183.39.17,147.32.84.14,tcp,32924,80,FIN,0,0,8832,6912,11,1,8/14/2011 7:18,8/14/2011 7:18,53,63,0.000914,0.000014,0.0009,7,6,969,3074,475,2670,0.016654,13,4043,3145,720.547607,360.576935,300.480774,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,3399,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:18,8/14/2011 7:19,118,127,0.036584,0.01604,0.020544,93,136,7043,166519,1545,159125,7.690725,229,173562,160670,29.646101,11.962461,17.639002,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3788,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:18,8/14/2011 7:19,118,128,0.021063,0.000524,0.020539,86,123,6623,141746,1545,135066,3.338186,209,148369,136611,62.309288,25.462931,36.787907,flow=Background-TCP-Established
66.249.66.50,147.32.84.2,tcp,64936,80,FIN,0,0,29056,6912,12,1,8/14/2011 7:18,8/14/2011 7:19,52,63,0.018867,0.000016,0.018851,13,11,1142,11668,276,10934,2.303398,24,12810,11210,9.985249,5.209695,4.377228,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3358,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:18,8/14/2011 7:19,127,50,0.026832,0.026817,0.000015,15,23,1029,28342,139,27074,0.215696,38,29371,27213,171.53772,64.906158,116.485313,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3359,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:19,8/14/2011 7:19,127,53,0.037943,0.037849,0.000094,12,20,858,23483,148,22377,0.30986,32,24341,22525,100.045181,35.499905,69.853714,flow=Background-TCP-Established
90.183.39.17,147.32.85.34,tcp,44923,80,FIN,0,0,6912,66606,11,1,8/14/2011 7:19,8/14/2011 7:19,53,63,0.001019,0.000163,0.000856,6,4,938,492,522,216,0.003722,10,1430,738,2418.054932,1410.039429,842.933411,flow=Background-TCP-Established
147.32.86.5,147.228.52.22,tcp,1301,1713,CON,0,0,64653,5840,1,9,8/14/2011 7:19,8/14/2011 8:19,127,55,0,0,0,13,6,1626,1206,882,882,3599.969238,19,2832,1764,0.005,0.003333,0.001667,flow=Background
147.32.86.20,188.138.84.239,tcp,3360,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:19,8/14/2011 7:19,127,50,0.02601,0.025991,0.000019,15,24,1029,29963,139,28641,0.215619,39,30992,28780,176.236786,64.929344,121.299065,flow=Background-TCP-Established
147.32.86.126,89.185.253.133,tcp,38624,443,RST,0,0,16064,8000,1,7,8/14/2011 7:19,8/14/2011 7:19,63,57,0.000659,0.000641,0.000018,10,9,1136,3367,554,2851,0.623388,19,4503,3405,28.874474,14.437237,12.88168,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3362,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:19,8/14/2011 7:19,127,53,0.01651,0.016496,0.000014,13,21,913,25791,143,24631,0.135259,34,26704,24774,243.976364,100.873398,168.402618,flow=Background-TCP-Established
90.183.39.17,147.32.84.2,tcp,39572,80,FIN,0,0,26112,6912,11,1,8/14/2011 7:19,8/14/2011 7:19,53,63,0.00092,0.000014,0.000906,14,13,1421,11782,453,10916,0.026113,27,13203,11369,995.672668,500.539062,459.78772,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2076,3389,RST,0,0,64580,64240,10,0,8/14/2011 7:19,8/14/2011 7:19,118,128,0.021292,0.000488,0.020804,80,116,6265,132466,1547,126170,2.605406,196,138731,127717,74.844383,30.321569,44.508022,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3363,80,FIN,0,0,64687,5840,1,13,8/14/2011 7:19,8/14/2011 7:19,127,51,0.026286,0.026272,0.000014,17,28,1151,35966,141,34428,0.242056,45,37117,34569,181.776123,66.10041,125.224365,flow=Background-TCP-Established
147.32.84.170,209.85.148.105,tcp,49995,80,FIN,0,0,14720,363008,1,11,8/14/2011 7:19,8/14/2011 7:19,63,53,0.008989,0.008793,0.000196,4,2,272,140,0,0,0.017963,6,412,0,278.349945,167.009964,111.000114,flow=From-Normal-V44-Stribrek
38.101.148.126,147.32.84.130,tcp,35548,80,FIN,0,0,768,6864,17,2,8/14/2011 7:19,8/14/2011 7:19,47,62,0.245956,0.000254,0.245702,20,57,1609,79493,281,75723,15.643352,77,81102,76004,4.858294,1.214588,3.579854,flow=Background-TCP-Established
66.249.66.119,147.32.84.188,tcp,35234,80,FIN,0,0,17472,7936,12,1,8/14/2011 7:19,8/14/2011 7:19,52,63,0.019512,0.000316,0.019196,10,8,1404,4413,736,3877,3.604757,18,5817,4613,4.715991,2.496701,1.952476,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3364,80,FIN,0,0,64153,5840,1,11,8/14/2011 7:19,8/14/2011 7:19,127,53,0.016408,0.016394,0.000014,15,23,1033,28930,143,27662,0.135039,38,29963,27805,273.994904,117.958313,185.427124,flow=Background-TCP-Established
66.249.66.10,147.32.87.36,tcp,55121,80,FIN,0,0,6912,5440,12,0,8/14/2011 7:19,8/14/2011 7:19,52,64,0.019109,0.000237,0.018872,6,4,729,460,325,188,2.309427,10,1189,513,3.897071,2.165039,1.309866,flow=To-Background-CVUT-WebServer
147.32.84.131,74.125.232.193,tcp,55771,80,FIN,0,0,16896,8448,1,10,8/14/2011 7:19,8/14/2011 7:20,63,54,0.008003,0.007849,0.000154,6,4,1769,1402,1365,1130,115.040337,10,3171,2495,0.078233,0.043463,0.02608,flow=Background-google-analytics2
147.32.86.20,87.98.230.229,tcp,3365,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:19,8/14/2011 7:19,127,53,0.016457,0.016291,0.000166,27,50,1751,69340,141,66614,0.169564,77,71091,66755,448.208374,169.699509,319.69101,flow=Background-TCP-Established
147.32.84.131,209.85.148.102,tcp,46651,80,FIN,0,0,26240,19008,1,11,8/14/2011 7:19,8/14/2011 7:20,63,53,0.009029,0.008841,0.000188,13,9,7505,4307,6639,3705,114.941917,22,11812,10344,0.182701,0.104401,0.069606,flow=Background-TCP-Established
66.249.66.10,147.32.84.242,tcp,41580,443,RST,0,0,37696,7936,12,1,8/14/2011 7:19,8/14/2011 7:19,52,63,0.019175,0.000236,0.018939,14,16,1547,14552,627,13488,2.619272,30,16099,14115,11.071778,4.963211,5.769349,flow=Background-TCP-Established
147.32.84.170,195.24.233.55,tcp,58975,80,FIN,0,0,15744,7168,1,11,8/14/2011 7:19,8/14/2011 7:19,63,53,0.02448,0.02441,0.00007,5,5,549,670,211,332,0.19788,10,1219,543,45.482109,23.090687,23.058741,flow=From-Normal-V44-Stribrek
178.77.71.27,147.32.87.29,tcp,3475,3389,RST,0,0,62615,64240,10,0,8/14/2011 7:19,8/14/2011 7:19,118,128,0.024256,0.000353,0.023903,80,123,6267,139872,1549,133198,2.281618,203,146139,134747,88.533661,34.62455,54.005432,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3366,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:19,8/14/2011 7:19,127,50,0.026839,0.026825,0.000014,15,23,1029,28342,139,27074,0.217149,38,29371,27213,170.389908,64.471863,115.657379,flow=Background-TCP-Established
72.14.178.97,147.32.84.2,tcp,59713,80,FIN,0,0,14592,6912,19,1,8/14/2011 7:19,8/14/2011 7:19,45,63,0.147956,0.000014,0.147942,8,6,712,4344,176,3940,0.483315,14,5056,4116,26.897572,14.483308,14.912419,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3367,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:19,8/14/2011 7:19,127,51,0.0259,0.025885,0.000015,15,24,1029,29963,139,28641,0.21674,39,30992,28780,175.325272,64.593521,120.519173,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3369,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:19,8/14/2011 7:19,127,119,0.01649,0.016475,0.000015,23,65,1526,85060,156,81518,0.924909,88,86586,81674,94.063309,23.786123,70.462929,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1198,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:19,8/14/2011 7:19,118,128,0.021227,0.000571,0.020656,79,118,6191,135810,1533,129400,1.510454,197,142001,130933,129.762299,51.640102,78.599243,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1966,3389,RST,0,0,64228,64240,10,0,8/14/2011 7:19,8/14/2011 7:19,118,128,0.020941,0.000716,0.020225,89,131,7027,147834,1541,140710,2.391791,220,154861,142251,91.563179,36.792511,54.840981,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3370,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:19,8/14/2011 7:19,127,53,0.038029,0.038024,0.000005,11,20,798,23483,148,22377,0.309244,31,24281,22525,97.010773,32.336926,70.098282,flow=Background-TCP-Established
147.32.84.3,147.32.80.13,tcp,60216,80,FIN,0,0,8064,66576,1,1,8/14/2011 7:19,8/14/2011 7:23,63,63,0.000182,0.000167,0.000015,22,18,4148,2313,2688,1117,240.426285,40,6461,3805,0.162212,0.087345,0.070708,flow=To-Background-CVUT-Proxy
147.32.86.20,188.138.84.239,tcp,3371,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:19,8/14/2011 7:19,127,51,0.026421,0.026356,0.000065,15,23,1029,28342,139,27074,0.215439,38,29371,27213,171.74234,64.983589,116.360252,flow=Background-TCP-Established
151.54.74.88,147.32.84.229,tcp,51099,80,FIN,0,0,524280,65365,14,1,8/14/2011 7:19,8/14/2011 7:24,50,127,0.089837,0.00017,0.089667,53,52,3684,3763,174,319,310.948975,105,7447,493,0.33446,0.16723,0.164064,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3372,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:19,8/14/2011 7:19,127,50,0.026376,0.02636,0.000016,15,24,1029,29963,139,28641,0.215902,39,30992,28780,176.005783,64.844238,121.389961,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3231,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:19,8/14/2011 7:19,118,128,0.020959,0.000463,0.020496,83,121,6433,137423,1535,130839,1.923794,204,143856,132374,105.520653,42.624107,63.060516,flow=Background-TCP-Established
147.32.84.68,147.32.80.13,tcp,49459,80,FIN,0,0,65700,65696,1,1,8/14/2011 7:19,8/14/2011 7:19,127,63,0.000275,0.000179,0.000096,7,9,785,7849,365,7343,1.549001,16,8634,7708,9.683661,3.873464,5.165859,flow=To-Background-CVUT-Proxy
94.102.136.211,147.32.84.229,tcp,27799,80,FIN,0,0,17228,65370,18,1,8/14/2011 7:19,8/14/2011 7:24,110,127,0.037047,0.000066,0.036981,35,43,2182,2759,165,292,309.708405,78,4941,457,0.248621,0.109781,0.135611,flow=Background-TCP-Established
67.195.115.177,147.32.87.27,tcp,54668,80,FIN,0,0,26112,6912,17,0,8/14/2011 7:19,8/14/2011 7:19,47,64,0.174932,0.000016,0.174916,20,26,1736,32629,408,30905,0.937545,46,34365,31313,47.997696,20.266083,26.66584,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3373,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:19,8/14/2011 7:19,127,53,0.016373,0.016359,0.000014,12,21,853,25791,143,24631,0.13493,33,26644,24774,237.160004,92.790199,168.675308,flow=Background-TCP-Established
41.203.64.253,147.32.86.92,tcp,14295,80,FIN,0,0,16656,10112,19,1,8/14/2011 7:19,8/14/2011 7:19,109,63,0.210907,0.00012,0.210787,21,27,3204,26264,1810,24474,2.840844,48,29468,26284,16.54438,7.040761,9.152596,flow=Background-TCP-Established
66.249.72.186,147.32.86.92,tcp,39893,80,FIN,0,0,11648,6912,15,1,8/14/2011 7:19,8/14/2011 7:19,49,63,0.103186,0.000096,0.10309,7,5,776,2490,306,2152,6.222477,12,3266,2458,1.767785,0.964246,0.653657,flow=Background-TCP-Established
67.195.115.177,147.32.87.27,tcp,54763,80,FIN,0,0,11776,6912,17,0,8/14/2011 7:19,8/14/2011 7:19,47,64,0.175807,0.000081,0.175726,7,7,870,3492,400,3022,0.352447,14,4362,3422,36.884979,17.024561,17.02775,flow=Background-TCP-Established
