SrcAddr,DstAddr,Proto,Sport,Dport,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,StartTime,LastTime,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Tag
147.32.86.20,87.98.230.229,tcp,3738,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.016481,0.016467,0.000014,27,50,1751,69340,141,66614,0.169569,77,71091,66755,448.195129,169.682892,320.048096,flow=Background-TCP-Established
90.183.39.17,147.32.86.92,tcp,45881,80,FIN,0,0,6912,6912,11,1,8/14/2011 7:26,8/14/2011 7:26,53,63,0.001054,0.000125,0.000929,5,5,826,861,488,523,0.092233,10,1687,1011,97.578957,43.480625,43.427284,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3572,3389,RST,0,0,61331,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021102,0.000491,0.020611,82,121,6379,141325,1541,134753,1.918984,203,147704,136294,105.26403,42.209835,63.247639,flow=Background-TCP-Established
147.32.86.126,89.185.253.133,tcp,57188,443,RST,0,0,16064,8000,1,7,8/14/2011 7:26,8/14/2011 7:26,63,57,0.000719,0.00061,0.000109,10,9,1136,3367,554,2851,0.587707,19,4503,3405,30.627508,15.313754,13.666126,flow=Background-TCP-Established
67.195.111.228,147.32.84.2,tcp,46085,80,FIN,0,0,8320,6912,17,1,8/14/2011 7:26,8/14/2011 7:26,47,63,0.175527,0.000015,0.175512,5,5,718,1547,380,1209,0.356264,10,2265,1589,25.262165,11.22807,11.228102,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3739,80,FIN,0,0,64634,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026137,0.026045,0.000092,15,24,1029,29963,139,28641,0.216052,39,30992,28780,175.883591,64.799217,121.120834,flow=Background-TCP-Established
78.134.78.100,147.32.84.229,tcp,53128,13363,FIN,0,0,66048,65380,12,1,8/14/2011 7:26,8/14/2011 7:26,116,127,0.028331,0.000014,0.028317,10,8,737,632,155,173,2.050748,18,1369,328,8.289658,4.388642,3.462578,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1028,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021352,0.000924,0.020428,80,115,6261,131450,1543,125196,1.669324,195,137711,126739,116.214706,47.324543,69.191086,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,1052,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:26,8/14/2011 7:26,118,127,0.025271,0.004814,0.020457,62,92,5179,109084,1541,104078,2.314254,154,114263,105619,66.112015,26.358385,39.7644,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3740,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:26,8/14/2011 7:26,127,119,0.016747,0.016653,0.000094,22,65,1466,86114,156,82572,0.903957,87,87580,82728,95.137268,23.231194,72.129097,flow=Background-TCP-Established
66.249.66.50,147.32.84.2,tcp,48121,80,FIN,0,0,6912,6912,12,1,8/14/2011 7:26,8/14/2011 7:26,52,63,0.019125,0.000015,0.01911,6,4,657,444,253,172,2.261656,10,1101,425,3.979385,2.210769,1.337863,flow=Background-TCP-Established
147.32.84.170,209.85.148.106,tcp,40772,80,FIN,0,0,14720,363008,1,11,8/14/2011 7:26,8/14/2011 7:26,63,53,0.008891,0.008742,0.000149,4,2,272,140,0,0,0.018244,6,412,0,274.062714,164.437622,106.168388,flow=From-Normal-V44-Stribrek
113.105.171.57,147.32.86.126,tcp,80,16745,RST,0,0,2097152,0,21,1,8/14/2011 7:26,8/14/2011 7:26,107,63,0,0,0,1,1,66,60,0,0,0.000267,2,126,0,3745.318359,0,0,flow=Background-TCP-Established
151.66.131.174,147.32.84.229,tcp,49365,13363,FIN,0,0,66560,65386,13,1,8/14/2011 7:26,8/14/2011 7:26,115,127,0.0763,0.000109,0.076191,8,6,617,487,149,139,21.179098,14,1104,288,0.613813,0.330516,0.236083,flow=Background-TCP-Established
190.55.88.179,147.32.84.229,tcp,62216,443,FIN,0,0,47775,65390,17,1,8/14/2011 7:26,8/14/2011 7:26,111,127,0.307022,0.000092,0.30693,7,5,555,431,145,141,21.06913,12,986,286,0.522091,0.284779,0.189852,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1809,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021429,0.000662,0.020767,83,128,6443,147860,1545,140910,2.418522,211,154303,142455,86.829895,33.905006,52.987514,flow=Background-TCP-Established
90.183.39.17,147.32.84.2,tcp,48393,80,FIN,0,0,26112,6912,11,1,8/14/2011 7:26,8/14/2011 7:26,53,63,0.000893,0.000014,0.000879,13,13,1343,11774,453,10908,0.026054,26,13117,11361,959.545532,462.071594,460.829468,flow=Background-TCP-Established
147.32.86.33,147.32.80.13,tcp,1669,3128,FIN,0,0,65536,65696,1,1,8/14/2011 7:26,8/14/2011 7:26,127,63,0.000308,0.000014,0.000294,7,9,785,7849,365,7343,1.451773,16,8634,7708,10.332193,4.132877,5.510985,flow=To-Background-CVUT-Proxy
178.77.71.27,147.32.86.95,tcp,2142,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:26,8/14/2011 7:26,118,127,0.034658,0.013957,0.020701,108,162,7941,204917,1543,196119,3.778272,270,212858,197662,71.196571,28.319824,43.00518,flow=Background-TCP-Established
187.131.80.111,147.32.84.189,tcp,2496,51413,RST,0,0,65535,0,22,1,8/14/2011 7:26,8/14/2011 7:26,234,63,0,0,0,4,3,246,180,0,0,17.019918,7,426,0,0.352528,0.176264,1.308087,flow=Background-TCP-Attempt
67.195.114.50,147.32.84.74,tcp,54831,80,FIN,0,0,26112,6912,17,1,8/14/2011 7:26,8/14/2011 7:26,47,63,0.174262,0.000014,0.174248,19,25,1629,32139,367,30481,1.181156,44,33768,30848,36.405014,15.239515,20.319319,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3741,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026262,0.026248,0.000014,14,23,969,28342,139,27074,0.216989,37,29311,27213,165.907028,59.910873,115.383202,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3742,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.03804,0.037932,0.000108,11,20,798,23483,148,22377,0.30907,31,24281,22525,97.065392,32.355129,70.119751,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2951,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021771,0.000512,0.021259,83,122,6437,136576,1539,129950,2.449949,205,143013,131489,83.267036,33.470085,49.828339,flow=Background-TCP-Established
147.32.84.229,147.32.80.13,tcp,2476,80,FIN,0,0,64609,65534,1,1,8/14/2011 7:26,8/14/2011 7:30,127,63,0.000261,0.000092,0.000169,11,11,1659,3676,1021,3058,240.088333,22,5335,4079,0.087468,0.041651,0.041651,flow=To-Background-CVUT-Proxy
147.32.84.229,147.32.80.13,tcp,2478,80,FIN,0,0,64909,65534,1,1,8/14/2011 7:26,8/14/2011 7:28,127,63,0.00033,0.000214,0.000116,6,4,770,860,414,626,120.075104,10,1630,1040,0.074953,0.041641,0.024984,flow=To-Background-CVUT-Proxy
78.45.180.189,147.32.84.227,tcp,62971,2721,FIN,0,0,65700,65475,10,1,8/14/2011 7:26,8/14/2011 7:27,118,127,0.009519,0.000014,0.009505,15267,7490,20151058,449406,19326606,0,97.988762,22757,20600464,19326606,232.230713,155.793381,76.434242,flow=Background-TCP-Established
66.249.66.11,147.32.85.85,tcp,53483,80,FIN,0,0,6976,66608,12,1,8/14/2011 7:26,8/14/2011 7:26,52,63,0.019259,0.000146,0.019113,6,4,699,833,295,561,0.062441,10,1532,856,144.136063,80.075592,69.499146,flow=Background-TCP-Established
147.32.84.170,195.24.233.55,tcp,35962,80,FIN,0,0,15744,7168,1,11,8/14/2011 7:26,8/14/2011 7:26,63,53,0.024804,0.024712,0.000092,5,5,549,670,211,332,0.218355,10,1219,543,41.217285,20.668737,20.656569,flow=From-Normal-V44-Stribrek
147.32.86.20,188.138.84.239,tcp,3743,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026495,0.026303,0.000192,16,24,1089,29963,139,28641,0.217023,40,31052,28780,179.704453,69.117096,120.639915,flow=Background-TCP-Established
90.183.39.17,147.32.84.14,tcp,35589,80,FIN,0,0,6912,7040,11,1,8/14/2011 7:26,8/14/2011 7:26,53,63,0.000887,0.000014,0.000873,5,5,906,476,568,138,0.003898,10,1382,706,2308.876221,1043.56897,1029.866089,flow=Background-TCP-Established
66.249.66.10,147.32.87.36,tcp,43212,80,FIN,0,0,6912,5440,12,0,8/14/2011 7:26,8/14/2011 7:26,52,64,0.02224,0.003155,0.019085,6,4,739,460,335,188,2.309959,10,1199,523,3.896173,2.164541,1.311312,flow=To-Background-CVUT-WebServer
178.77.71.27,147.32.86.95,tcp,4032,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:26,8/14/2011 7:26,118,127,0.020975,0.000518,0.020457,95,136,7157,166519,1539,159125,3.921364,231,173676,160664,58.653061,23.971251,34.612129,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,4379,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021031,0.000404,0.020627,81,123,6319,140822,1541,134142,1.689776,204,147141,135683,120.13427,47.343555,73.108391,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3744,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:26,8/14/2011 7:26,127,51,0.026399,0.026332,0.000067,15,23,1029,28342,139,27074,0.216633,38,29371,27213,170.795761,64.625427,115.614838,flow=Background-TCP-Established
67.195.111.228,147.32.84.2,tcp,46907,80,FIN,0,0,7232,6912,17,1,8/14/2011 7:26,8/14/2011 7:26,47,63,0.175436,0.000014,0.175422,5,5,718,1021,380,683,0.359062,10,1739,1063,25.06531,11.140572,11.140572,flow=Background-TCP-Established
66.249.72.200,147.32.87.31,tcp,44800,80,FIN,0,0,11648,5416,15,0,8/14/2011 7:26,8/14/2011 7:26,49,64,0.105091,0.002011,0.10308,7,5,775,3114,305,2776,5.875001,12,3889,3081,1.87234,1.021276,0.693243,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3745,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.016494,0.016379,0.000115,27,50,1751,69340,141,66614,0.1699,77,71091,66755,447.32196,169.297287,319.174561,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1500,3389,RST,0,0,61707,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021102,0.000525,0.020577,77,113,6081,127018,1543,120872,1.518152,190,133099,122415,124.493462,50.060863,74.830093,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3746,80,FIN,0,0,64264,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.016422,0.016309,0.000113,14,21,973,25791,143,24631,0.135152,35,26764,24774,251.568604,109.454323,168.289261,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3747,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.025954,0.02594,0.000014,14,24,969,29963,139,28641,0.216457,38,30932,28780,170.934647,60.058121,120.847832,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2237,3389,RST,0,0,62615,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021716,0.001139,0.020577,79,122,6197,140837,1539,134211,1.605796,201,147034,135750,124.54882,48.574039,76.408806,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,2381,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:26,8/14/2011 7:26,118,127,0.021243,0.000359,0.020884,73,96,5843,112030,1545,106808,4.197013,169,117873,108353,40.028469,17.155058,22.753063,flow=Background-TCP-Established
66.249.72.50,147.32.87.38,tcp,65104,443,FIN,0,0,37696,65792,15,0,8/14/2011 7:26,8/14/2011 7:26,49,128,0.103403,0.000218,0.103185,17,14,1883,16117,753,15185,6.5208,31,18000,15938,4.600662,2.453687,2.026285,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3748,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:26,8/14/2011 7:26,127,119,0.017056,0.016906,0.00015,24,65,1586,85089,156,81547,0.891762,89,86675,81703,98.681038,25.791634,73.1595,flow=Background-TCP-Established
147.32.84.170,209.85.148.147,tcp,54249,80,FIN,0,0,14720,5696,1,11,8/14/2011 7:26,8/14/2011 7:26,63,53,0.008986,0.008877,0.000109,4,3,272,206,0,0,0.018165,7,478,0,330.305542,165.152771,217.084564,flow=From-Normal-V44-Stribrek
178.77.71.27,147.32.87.29,tcp,3025,3389,RST,0,0,64075,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021206,0.000436,0.02077,83,124,6439,139482,1541,132742,2.200336,207,145921,134283,93.622063,37.267036,56.454285,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3749,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026086,0.026015,0.000071,18,28,1211,35966,141,34428,0.2413,46,37177,34569,186.489853,70.451721,125.477516,flow=Background-TCP-Established
68.57.234.24,147.32.84.229,tcp,49826,13363,FIN,0,0,16374,64662,22,1,8/14/2011 7:26,8/14/2011 7:26,106,127,0.139158,0.000063,0.139095,16,16,1801,2050,873,1146,5.533983,32,3851,2019,5.601752,2.710525,2.797456,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3750,80,FIN,0,0,64153,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.016427,0.016413,0.000014,15,23,1033,28930,143,27662,0.1355,38,29963,27805,273.062744,117.565056,184.738876,flow=Background-TCP-Established
123.125.71.102,147.32.86.92,tcp,1946,80,FIN,0,0,6912,6912,23,1,8/14/2011 7:26,8/14/2011 7:26,41,63,0.464001,0.000069,0.463932,6,5,552,556,184,256,0.930111,11,1108,440,10.751405,5.376153,4.300881,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,4233,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021105,0.000464,0.020641,85,130,6561,141899,1543,134841,3.245837,215,148460,136384,65.930603,25.879303,40.011154,flow=Background-TCP-Established
213.146.189.234,147.32.84.229,tcp,52744,80,FIN,0,0,7680,64482,17,1,8/14/2011 7:26,8/14/2011 7:26,47,127,0.041992,0.000195,0.041797,16,14,2117,1726,1053,790,5.010033,30,3843,1843,5.788385,2.994062,2.594894,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3751,80,FIN,0,0,64741,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026286,0.026271,0.000015,15,24,1029,28402,139,27074,1.027478,39,29431,27213,36.983761,13.625596,22.97654,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,4806,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:26,8/14/2011 7:26,118,127,0.031,0.009991,0.021009,91,135,6915,166432,1537,159098,7.504253,226,173347,160635,29.982998,11.993199,17.930586,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3752,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.037916,0.037815,0.000101,11,20,798,23483,148,22377,0.309658,31,24281,22525,96.881081,32.293694,69.911285,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3753,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026315,0.0263,0.000015,16,24,1089,29963,139,28641,0.216975,40,31052,28780,179.744202,69.132385,120.672203,flow=Background-TCP-Established
124.177.6.59,147.32.84.229,tcp,54055,13363,FIN,0,0,62959,64253,28,1,8/14/2011 7:26,8/14/2011 7:27,100,127,0.396938,0.000217,0.396721,23,24,2610,2635,1282,1281,79.818802,47,5245,2563,0.576305,0.275624,0.288153,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3754,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.016365,0.016253,0.000112,27,50,1751,69340,141,66614,0.169894,77,71091,66755,447.337769,169.292877,318.925293,flow=Background-TCP-Established
124.177.6.59,147.32.84.229,tcp,54057,13363,ACC,0,0,8192,65535,28,1,8/14/2011 7:26,8/14/2011 7:26,100,127,0.00007,0.00007,0,1,3,62,186,0,0,9.037694,4,248,0,0.331943,0,0.221297,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3755,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026243,0.026228,0.000015,15,23,1029,28342,139,27074,0.216313,38,29371,27213,171.048431,64.721031,115.779724,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3756,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.016461,0.016321,0.00014,13,21,913,25791,143,24631,0.13501,34,26704,24774,244.426331,101.17617,168.507614,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3757,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:26,8/14/2011 7:26,127,119,0.016601,0.016501,0.0001,27,65,1766,85636,156,82094,0.907912,92,87402,82250,100.229973,28.637136,71.797417,flow=Background-TCP-Established
66.249.66.50,147.32.84.2,tcp,59678,80,FIN,0,0,6912,6912,12,1,8/14/2011 7:26,8/14/2011 7:26,52,63,0.019341,0.000095,0.019246,6,4,738,447,334,175,2.23263,10,1185,509,4.03112,2.239511,1.355392,flow=Background-TCP-Established
147.32.84.170,209.85.148.104,tcp,60961,80,FIN,0,0,14720,363008,1,11,8/14/2011 7:26,8/14/2011 7:26,63,53,0.009029,0.00888,0.000149,4,2,272,140,0,0,0.018237,6,412,0,274.167908,164.500732,107.607872,flow=From-Normal-V44-Stribrek
178.77.71.27,147.32.86.95,tcp,4633,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:26,8/14/2011 7:26,118,127,0.026812,0.006322,0.02049,82,120,6375,146138,1537,139620,4.95874,202,152513,141157,40.534489,16.334793,24.132135,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3758,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:26,8/14/2011 7:26,127,51,0.026258,0.026243,0.000015,15,24,1029,29963,139,28641,0.215961,39,30992,28780,175.957703,64.826523,121.277313,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1336,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021069,0.000445,0.020624,76,114,6019,127888,1541,121688,1.576326,190,133907,123229,119.899055,47.578991,72.712814,flow=Background-TCP-Established
194.72.238.62,147.32.84.2,tcp,3383,80,FIN,0,0,33065,6912,17,1,8/14/2011 7:26,8/14/2011 7:26,47,63,0.03638,0.000095,0.036285,5,5,515,577,177,239,0.07361,10,1092,416,122.265999,54.403267,54.410667,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3759,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026124,0.026109,0.000015,15,23,1029,28342,139,27074,0.216247,38,29371,27213,171.100632,64.740784,115.713951,flow=Background-TCP-Established
147.32.86.20,80.239.207.156,tcp,3760,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.038111,0.038021,0.00009,12,20,858,23483,148,22377,0.309092,32,24341,22525,100.29377,35.588112,70.138138,flow=Background-TCP-Established
90.183.39.17,147.32.87.27,tcp,43525,80,RST,0,0,14592,6912,11,0,8/14/2011 7:26,8/14/2011 7:26,53,64,0.000958,0.000014,0.000944,9,11,1047,13766,457,13032,0.023078,20,14813,13489,823.294922,346.650482,448.671936,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,2972,3389,RST,0,0,61710,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021616,0.001065,0.020551,78,123,6137,140824,1539,134138,1.763164,201,146961,135677,113.432442,43.67149,70.07946,flow=Background-TCP-Established
147.32.85.5,74.125.232.214,tcp,49017,443,FIN,0,0,9472,9600,1,9,8/14/2011 7:26,8/14/2011 7:28,63,55,0.007924,0.007813,0.000111,10,6,2857,1814,2189,1410,121.692146,16,4671,3599,0.123262,0.073957,0.04109,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3761,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026613,0.026512,0.000101,15,24,1029,29963,139,28641,0.21699,39,30992,28780,175.123276,64.519104,120.757729,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,3201,3389,RST,0,0,57320,64240,10,1,8/14/2011 7:26,8/14/2011 7:26,118,127,0.028628,0.007916,0.020712,84,133,6497,167317,1539,160097,4.823158,217,173814,161636,44.783939,17.208643,27.53335,flow=Background-TCP-Established
147.32.85.46,147.32.80.13,tcp,53560,3128,FIN,0,0,65535,65535,1,1,8/14/2011 7:26,8/14/2011 7:26,127,63,0.000617,0.000099,0.000518,8,9,842,7847,366,7343,1.617376,17,8689,7709,9.892567,4.327998,4.948556,flow=To-Background-CVUT-Proxy
147.32.86.20,87.98.230.229,tcp,3762,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.01638,0.016365,0.000015,26,50,1691,69340,141,66614,0.170956,76,71031,66755,438.709381,161.832199,316.965424,flow=Background-TCP-Established
220.181.108.79,147.32.86.92,tcp,59039,80,FIN,0,0,6912,6912,23,1,8/14/2011 7:26,8/14/2011 7:26,41,63,0.296771,0.000069,0.296702,6,5,552,556,184,256,0.595114,11,1108,440,16.803503,8.402782,6.722181,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3914,3389,RST,0,0,61331,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.020765,0.00035,0.020415,79,120,6199,135966,1541,129448,2.683489,199,142165,130989,73.784538,29.066635,44.699451,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3763,80,FIN,0,0,65535,5840,1,14,8/14/2011 7:26,8/14/2011 7:26,127,50,0.026317,0.026247,0.00007,15,23,1029,28342,139,27074,0.216498,38,29371,27213,170.902267,64.665726,115.706047,flow=Background-TCP-Established
90.183.39.17,147.32.86.92,tcp,50216,80,FIN,0,0,6912,6912,11,1,8/14/2011 7:26,8/14/2011 7:26,53,63,0.001121,0.000098,0.001023,5,5,836,577,498,239,0.155667,10,1413,737,57.81572,25.708759,25.712063,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3764,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:26,8/14/2011 7:26,127,51,0.026238,0.026224,0.000014,15,28,1031,35966,141,34428,0.241971,43,36997,34569,173.574524,57.858173,125.186035,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3765,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.016464,0.016334,0.00013,14,23,973,28930,143,27662,0.136322,37,29903,27805,264.080627,108.514191,183.351669,flow=Background-TCP-Established
90.183.39.17,147.32.84.2,tcp,52386,80,FIN,0,0,26112,6912,11,1,8/14/2011 7:26,8/14/2011 7:26,53,63,0.000945,0.000139,0.000806,11,11,1187,11905,453,11171,0.047669,22,13092,11624,440.537872,210.154663,210.393433,flow=Background-TCP-Established
213.146.189.238,147.32.84.229,tcp,40133,80,FIN,0,0,8704,64387,17,1,8/14/2011 7:26,8/14/2011 7:27,47,127,0.041988,0.000165,0.041823,33,27,3334,3008,1148,1214,65.084808,60,6342,2362,0.90651,0.491666,0.39973,flow=Background-TCP-Established
147.32.86.20,193.93.174.21,tcp,3766,80,FIN,0,0,65535,65379,1,9,8/14/2011 7:26,8/14/2011 7:26,127,119,0.016569,0.016555,0.000014,22,64,1466,84742,156,81254,1.062684,86,86208,81410,79.986145,19.761282,60.226166,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,1624,3389,RST,0,0,65535,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021121,0.000421,0.0207,75,119,5961,138152,1543,131688,2.091838,194,144113,133231,92.263367,35.375591,57.047852,flow=Background-TCP-Established
147.32.84.170,209.85.148.105,tcp,51511,80,FIN,0,0,14720,5696,1,11,8/14/2011 7:26,8/14/2011 7:26,63,53,0.008872,0.00878,0.000092,4,3,272,206,0,0,0.019048,7,478,0,314.993713,157.496857,195.102921,flow=From-Normal-V44-Stribrek
64.202.189.170,147.32.85.116,tcp,80,27153,RST,0,0,0,0,39,1,8/14/2011 7:26,8/14/2011 7:26,89,63,0,0,0,1,1,60,60,0,0,0.00041,2,120,0,2439.024414,0,0,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,2033,3389,RST,0,0,64500,64240,10,1,8/14/2011 7:26,8/14/2011 7:26,118,127,0.030525,0.009932,0.020593,101,143,7517,180113,1539,172347,3.238215,244,187630,173886,75.041344,30.88121,44.030243,flow=Background-TCP-Established
147.32.86.20,87.98.230.229,tcp,3767,80,FIN,0,0,64264,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.016485,0.016471,0.000014,14,21,973,25791,143,24631,0.135547,35,26764,24774,250.83551,109.169388,167.959961,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3768,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:26,8/14/2011 7:26,127,51,0.026391,0.026377,0.000014,15,24,1029,29963,139,28641,0.2169,39,30992,28780,175.195938,64.545876,120.729843,flow=Background-TCP-Established
147.32.84.162,147.32.80.13,tcp,60917,80,FIN,0,0,64896,65696,1,1,8/14/2011 7:26,8/14/2011 7:26,127,63,0.000384,0.000202,0.000182,5,5,1362,1098,1062,802,0.27929,10,2460,1864,32.224571,14.32598,14.332397,flow=To-Background-CVUT-Proxy
147.32.84.170,195.24.233.55,tcp,35966,80,FIN,0,0,15744,7168,1,11,8/14/2011 7:26,8/14/2011 7:26,63,53,0.02468,0.024666,0.000014,5,5,549,670,211,332,0.203785,10,1219,543,44.164192,22.340502,22.331522,flow=From-Normal-V44-Stribrek
147.32.86.20,80.239.207.156,tcp,3769,80,FIN,0,0,65535,5840,1,11,8/14/2011 7:26,8/14/2011 7:26,127,53,0.037974,0.037775,0.000199,11,20,798,23483,148,22377,0.308883,31,24281,22525,97.124153,32.374718,70.086395,flow=Background-TCP-Established
178.77.71.27,147.32.87.29,tcp,3573,3389,RST,0,0,58411,64240,10,0,8/14/2011 7:26,8/14/2011 7:26,118,128,0.021986,0.001681,0.020305,80,121,6259,141449,1541,134877,2.183997,201,147708,136418,91.575218,36.172211,55.51775,flow=Background-TCP-Established
178.77.71.27,147.32.86.95,tcp,3595,3389,RST,0,0,65535,64240,10,1,8/14/2011 7:26,8/14/2011 7:26,118,127,0.038874,0.018129,0.020745,100,145,7459,175233,1541,167353,8.62851,245,182692,168894,28.278345,11.473591,16.764446,flow=Background-TCP-Established
147.32.86.20,188.138.84.239,tcp,3770,80,FIN,0,0,65535,5840,1,13,8/14/2011 7:26,8/14/2011 7:26,127,51,0.026354,0.026254,0.0001,14,23,969,28342,139,27074,0.217059,37,29311,27213,165.853516,59.891548,115.342674,flow=Background-TCP-Established
